text,0,1,2,3,4
Poor packaging. Will not take my risk to order again. Nakakadala.,0,1,0,0,0
"Ang problema lang yong mismong book, baliktad yong laman ng book, at hindi maayos yong format at alignment ng ibang text sa ibang page ng book, pero maayos naman yong packaging at pagdeliver. Almost 1 month before ko mareceive, at responsive naman si Seller. yong product lang yong hindi maayos.",1,0,0,0,0
Sobrang ganda ng eyeliner nila! Will try their other colors kapag naubos na siya. Madali lang siya gamitin and maganda yung shade.,0,0,0,0,1
"Mabili sken to pero Bk8 po ganun. Ndi ako maka order ng marami, pag dinagdagan ko ng kh8 isang item lng, angttaas na po ng shipping e magaan lng nmn po ng sticky note. Sna po ibaba nio shipping fee niya. Salamat",0,0,0,0,1
"Maganda yung copy 4 stars kasi super tagal ng shipping. Kasi galing pa daw overseas. Ordered January 14, dumating ngayon lang February 17. Ako pa ang nag chat sa seller kung kelan darating order ko. Alam ko na pre order sya pero di ko inexpect na ganun katagal. Pero ok parin, kasi dumating naman",0,0,0,1,0
Kaso beige yung pouch na inorder ko. But black yung binigay sakin ni seller,0,0,0,1,0
Preetttyyyyy nice fabric and may bet na bet colors nya hihihi neutral lang so pwede at bagay ket saan hihi buy na guysueeeeeee,0,0,0,0,1
"Okay sana to kaso red pinadala sa order ko na black. Hindi rin same quality yung blue and red. Yung blue okay lang, but the red is naaah. They offer na bigyan ako voucher para sa wrong color pero hindi same price sa order ko tapos need pa ulit mag order para ma apply. Hassle",0,1,0,0,0
Okay naman pero sobrang natagalan sa shipping. Kailangan pa ichat ng seller para maship out. Matingkad ang kulay iba sa nasa picture pero long lasting naman,0,0,1,0,0
BEWARE! Hindi Sealed pinadala saken. Halatang ginamit na at may fingerprints. Wag sana mangyari sa inyu pag receive nyu. Binuksan ang Box baka reject na receive ko.,1,0,0,0,0
Sana nilagyan ng fragile yung packaging nasayang lang kasi ng leak,0,0,1,0,0
Thank you reseller. Nakanarating na Yung order ko. First time ko pa tung gamiton Sana okey para sunod order na nman ako.,0,0,0,1,0
Hindi siya nagustohan ng papa ko dahil hindi leader,0,1,0,0,0
May basag upon deliver then pag ginagamit nangangamoy goma sa loob,0,1,0,0,0
"Ngbiblink ang tv, working nmn pero blinking ang right side at ngbabago ang kulay. kelangan ng speaker para di sabog ang sounds. waste of money. mukhang di tatagal tong tv na toh.",1,0,0,0,0
Haaayyy. Next time sana yug naka promo na freebie pinapadala.,0,1,0,0,0
Grabe ang tagal na nga na ship out tas may defect pa yung item,0,1,0,0,0
Thank youuuuuuu! Ikatlong order na namin to Ang bango niya talaga sobra pag naglagay ka para ka na rin nagpabango,0,0,0,0,1
Maganda nmn siya makapal hindi manipis ok na din sa price niya. Thank you seller pang regalo na din to!,0,0,0,1,0
"ung gagamitin mona, tapos naputol agad. sayang lang.",1,0,0,0,0
"Working namn sya, pero basag ung sa switch na part syaka ung sa bandang paa ng speaker, ok nmn ung box walang damage so ok sya sa deliver then naka bubble warp nmn hnd ako nag video kc ok nmn ung labas ng package until I open it, aun nsa loob pla yung damage",0,1,0,0,0
Super cheap yet Hindi mo nga lang magagamithaha budol,1,0,0,0,0
Maganda sya mabilis dumating parcel dko PA na gagamit,0,1,0,0,0
ok po maganda 3days ko n po nagagamit at mabilis magyelo. nakakadisapoint lang po yung nag deliver. imagine sabi b naman. masyado mahal yung ref.,0,0,0,1,0
Thank you Oppo. Nakuha ko to nung sale tapos kaya sobrang sulit talaga. Safe din yung pinaglagyan nya balot na balot sa bubble wrap. Godbless,0,0,0,0,1
"Okay na sana kaso putol ung graphite, kakaiyak huhu sana pde mapalitan.",0,0,0,1,0
"nag kakalat sya, putol yung stamp na natanggap ko and may kaunting leakage din sya nung dumating. no smell and easy to remove, not smudgeproof, okay naman sya for its price but I don' t recommend it tho",0,1,0,0,0
"A bit disapointed about this product, twas arrived with leaked, and then yung laman parang hindi 620 ML, kasi mahigit 1/ 4 ang bawas. I mean hindi katulad ng binibili sa Market naka sealed at puno ang laman, ito hindi nakasealed tska nag leaked.",0,1,0,0,0
Maliit yung pinaka nguso nya. madali lang mapudpod pag nahasa na.,0,0,0,0,1
"After using it for 2wks na mahapdi, nagsugat at nasunod ang kilikili ko. Nawalan nko ng gana. so i stopped it. sayang i luv the smell panmn at d ako nagppawis bt its really masakit mybe my skin is jst too sensitive. Pinamigay ko nlng.",0,0,1,0,0
"Hmm. nakakadissapoint lang po kasi wrong color at may kunting damage. Pero Good quality naman next time po paki inform muna if Wala na pong available color na inorder, maiintindihan ko naman po. Okay lang Sana if matagal dumating Kaso ang sakit kapag nag expect ka tapos mali ang dadating.",0,0,1,0,0
"Finally po nakarating na po item. so tagal bago idilver po. mag 2weeks po yta ito sa courier, ang tagal idelver po nila. first time po nag kaganito order ko. slmat na din po seller. naki cooperate sila kapag nagmessage po ako sa knila mabilis nila maiship. dun lang nagtagal sa pagdidilver.",1,0,0,0,0
If you buy sa online store nila mas ok siya for personal use kasi yung box na kasama nito ay for sure magiging damaged.,0,0,1,0,0
Black po inorder ko poh bkit blue binigay NYU sakin. First tym ko nag order sa inyo. Ndi rin pla masusunod Ang gusto ng customer sa inyo.,1,0,0,0,0
Helloooo po! Sobrang ganda ng item. Salamat sa delivery person at kay seller. Salamat Shoppeeeeeeeeee. Haha until next purchase po. Salamat hehe,0,0,0,1,0
Mali Naman UNG color kahit ibang kulay nalang Sana lalaki ako pink UNG dumating,0,1,0,0,0
Mallit lng ung sabon tapos ung powder mud walang laman,1,0,0,0,0
Super fast transaction and very elegant yung style nung flowers pati sakto yung itsura dun sa nakapost. 4 points nga lang ang rating ko kasi hndi sya nakakarton nung diniliver so may tendency na maipit then matapang yung amoy nung materials very plastic) so I suggest wag nyo amuyin. Hehe.,0,0,0,1,0
ordered last 3. 3 just received the book today 3. 10 poor packaging niya kaya nagka dent yung book sobrang nipis ng bubblewrap,0,0,1,0,0
"For the honest review 4 stars lang dahil keri naman ang quality, good for it' s price. Manipis ang cover. Maganda pa din ang quality ng paper kahit reprinted. Malayo nga lang ang kulay nya sa original, di siya pink pink. Tapos may mga small dents.",0,0,0,1,0
ang ganda niya grabee! super mabilis din mag ship 33 ackkkk bili narin kayo mga mars,0,0,0,0,1
All time fave Sulit sa sale Thank you! Ang bilis ng delivery and very secured packaging May pa- freebies pa. Thank you po ng marami Sa sunod ulit,0,0,0,0,1
Pangit po ng quality tapos po parang luma tas sira pa,1,0,0,0,0
effective sya sa mga pimples ng anak ko. Pang ilang beses ko na bili ito. Napakaprone sa pimples ng 14 years old kong anak. Pabalik balik ang pimples nya.,0,0,0,0,1
"sobranggg gandaaa! 10000/ 10 sign mo na to para bumilii promise dika magsisisi. Gladly, safe naman syang dumating thank you, seller!",0,0,0,0,1
Ang pangit pala nito napaka nipis at ang lambot nya hindi pwede sa karne or matigas na gulay. para syang laruan,1,0,0,0,0
cheap product akala q maganda yong blouse pangit pala. ang mahal pah. expected vs reality,0,1,0,0,0
"Bad customer service, tagal ng sagot kung panong gagawin sa wrong item received. Bigla pang na order received sa system Kahit hindi ko pa na nirereceived sa phone ko. Galeng.",1,0,0,0,0
Light pink and gray has different design. Nakaka- OC,0,0,1,0,0
I like the product kaso patience is a talent talaga kasi sobrang tagal ng shipping kahit nagfollow up ako sa chat walang sumasagot. Pero worth the wait naman ang kapal nung mouse pad so sulit sya!,0,0,0,1,0
Ang lupit. Nkaka hiya nmn official store p nmn kau pero niloloko nyo buyer nyo. Binili at binayaran ko 175grms. Pinadala nyo 130grms. Husay.,1,0,0,0,0
"defective ang battery ng infinix note10pro ko. ang bilis maka drain ng battery kahit di ginagamit from 530AM to 1230PM. from 54% 44% nalang kahit di ginagamit kasi nga tulog kami. disappointed talaga kami. tried to send the item back pero napaka hassle ng process kasi taga cebu kami kaya we decided na ipamigay nalang ang phone sa relative namin! kahapon lang namin nareceive ito. ang sakit sa dibdib ng 9, 400 pesos ko veryyyyy disappointinggggg. NEVER AGAIN!",1,0,0,0,0
with damage ang pinadala niyo so dissapointed not worth it ang price,1,0,0,0,0
Basta basta na lang pinapalitan ng seller yung variants pag hindi available yung variations na pinili mo. Malalaman mo na lang kasi nag a update sya sinesend nya yung pic ng orders mo. Kaso hindi man lang nag- coconsult kung ok ba sa buyer yung ipinalit nya. Haist. Paladesisyon yarn.,1,0,0,0,0
"Nag based ako sa mga nabasa ko pero nung dumating sakin yung item e di sya ganon kaganda, manipis sya tas cheap yung mga materials na ginamit sa tingin ko madali lang syang masira, di na ako ulit bibili.",0,1,0,0,0
3rd time buying and sadly nag leak sya pero it' s okay naman haha di naman ganun ka lala thank youuuuuu will order again hehe,0,0,0,1,0
Wag kayo umasa freebies n nkalgay sa page nla. Its all marketing strategy. 2 beses nako nag order wlang freebies na dumating. Its a scam ang freebies. Kinausap ko pa ang seller. Kso wla tlga. Kaya last nko dto sa shop na to.,0,0,1,0,0
Para sakin super effective sya sa underarm as in isang lagay mo palng hindi na nagpawis kinabukasan pero sa kamay at paa nagbbasa parn pero di na sobrang basa 3 beses plng nman ako nakakapaglagay hopefully kapag tinuloy tuloy ko tuluyan ng di magpawis kamay at paa ko.,0,0,0,1,0
"May natapon na lotion kasi di maayos pagkabalot, pirat din yung bottle ng lotion. Medyo madami yung natapon na lotion sa loob ng bubble wrap.",0,1,0,0,0
Sira yong mic kaya 4 star lang. buti nalang my extra mic si mama nagamit at na test agad. maganda yung speaker. di sabog yung speaker.,0,0,0,1,0
Mas mura kaysa sa mall kaso kapag nare- receive ko iyong product laging may parang tumatagas sa gilid pero nahuhugasan naman so keri lang,0,0,0,1,0
"Sira na yung box nung dumating sakin. Parang triny na iopen. Tapos pag open ng product, may 2 sira sa bottle cap nya. Also the stickers of the product, parang galing kanto lang at idinikit. Idk if ganto ang labas ngayon pero for sure na di dapat papasa sa quality inspections ang ganan. Idk if legit tuloy ang product kahit sa mismong nivea store dito sa shopee binili. Sad lang",1,0,0,0,0
"Ok ung size ng flat sheet, pero ung duvet cover maliit for queen size. Hnd ko alm kung pano ko isisiksik ung comforter ko dun. Ung quality ng tela parang satin, madulas. Mali pa ung isang pinadla sna nmn nagmessage bgo ship out. Jusme color black tlaga ang pinalit.",0,1,0,0,0
Effective sya sakin kaya lang umitim ua ko hehehehe,0,0,0,0,1
Bago mag sent sa buyer check Muna ninyo Ang item. Kasi sayng yon Pera Ng mga bumibili. Tapos Ang tagal pa ninyo mag reply Poor communication to the buyer Poor customer service Poor quality control of the item,1,0,0,0,0
Maluwag ang Boot. Walang Silbi. Kusang nahuhulog! Paki refund po!,1,0,0,0,0
"Maganda naman sya, kaunti ngalang yung butas tapos malapit pa sa dulo yung mga butas but overall maganda sya.",0,0,0,1,0
Nabili ko Naka sale sulit na sulit po. Mahal kasi to Sa mall. Thank u shoppe and Kuya rider ang Aga mag deliver,0,0,0,0,1
mali nanamn ang pinadala ung sumunod ganun din pakiayos namn po sana salamat,0,1,0,0,0
"kabilis dumating neto buti walang damage and it' s functioning well, compatible siya sa pc namin. thank you seller!",0,0,0,0,1
Maganda sana Yung kulay kaso sobrang nipis Ng tela.,0,1,0,0,0
4 star kc need pa auvn at walang manual pero. ik na ngaun tnx,0,0,0,1,0
di gumagana. tagal na nga dumating di pa gumagana. nkaka dissapoint! ayaw pa magrelpy nung seller,1,0,0,0,0
"WALANG SILBI, GANDA LANG TALAGA' Trending ang naging usapan nina Brenda at Madam Intuz sa livestream ng Pinoy Big Brother ABS- CBN sa kumu dahil sa pamba- backstab umano ng dalawa sa kapwa nila celebrity housemate na si Alexa Ilacad. Madam Inutz: Ako tingin ko talaga jan, Karen or Alexa ang mae- evict) Pero kung malakas ang supporters ni Alexa– Brenda: Paano maganda ba editing kay TJ? E, ang ganda ng editing ni Alexa. Madam Inutz: Kaya nga, e. Yun lang din ang pinagtataka ko. So far na andito ako, wala pa akong nakikitang nagawa ni Alexa) as in puro lang music. Brenda: Puro lang siya music, wala nga siya ambag dito. Tingnan mo sa grupo nila, iyakin kasi wala siyang nagagawa, zero lagi ambag niya. Kanina sa tingin mo may ambag ang lakas niya? Wala rin. Sa lahat ng task, wala siya ambag. Yun lang yung sa play, kanta lang, sirena siya. Walang silbi, ganda lang talaga. Sa HOH, laging lampa. Sa lutuan naman, walang kwenta, panay pa tago ng tinapay tsaka itlog, panay lamon pa. Kapag kumakain, hindi nagpapaalam. Yun lang ambag niya love team love team, pero siya laging nase- save.",0,0,0,1,0
walang kahit anong protection yung item nung dumating buti na lang hindi s' ya napisat,0,0,0,1,0
5stars sana kung hindi open yung likod at kung may adaptor. wla kasing adaptor yung pinaka plug niya.,0,0,1,0,0
Na sad lang ako kasi walang freebie yung nakaraang purchase ko may freebie dalawang malaking Vaseline Deep Restore lotion. Eto wala man lang kahit pouch,0,0,1,0,0
Nipis ng tela. It feels and looks cheap. As it should din naman given na mura lang.,0,0,1,0,0
"Na bend po ang book, sayang, hindi gano sya na balot nang maayos",0,0,1,0,0
Maganda yung color kaya lang hindi naman xa long lasting. Parang regular lipstick lang. Pero soft nga xa sa lips hindi dry.,0,0,0,1,0
"The product is ok but the packaging is not that good, angel mismong balot nya lng is ung plastic na lalagyanan ng parcel, medyo disappointed lng ako sa packaging tho goods nmn ung item.",0,0,0,0,1
"may crack sa dulo ng tube light, medjo ok nman yung tunog wag lang e full volume kasi basag na",0,0,0,1,0
6/ 10 ksi maganda pero ung quality sa loob dika sure. Manipis ang mga pagitan halos prng papel quite dissapointed dko expect na ganon ang quality sa loob ang ganda kse sa video sa loob nd,0,0,1,0,0
"maganda, hindi ko pa siya natry kung pangmatagalan siya pero gumagana naman siya! thank u sakto lang naman dating niya",0,0,0,1,0
Sobrang sulit! Medyo malaki sya sa normal na mouse pad. pangalawang beses ko na magpurchase dito sa store. salamat!,0,0,0,0,1
"Go guys buy yours now, alam niyo naman na effective talaga e",0,0,0,0,1
"ang tagal niya dumating kasi pre order. inorder ko nong march 3, dumating march 12. medyo may dents yung sa may ano ng book tapos ang super nipis ng cover, mas makapal pa ata cover ng notebook ko kesa rito. manipis din yung pages. pero dahil nga reprinted lang to, okay na rin siguro siya. thx seller",0,0,0,1,0
First time to use po diko pa po masabi if okay ba talaga hindi xia mabango and amoy gamot po xia yung parang antibiotics po. Hopefully okay po ito,0,0,1,0,0
Mahirap siya gamitin at first kasi medyo mahaba siya than the usual curler. Need paulit ulit at ng pasensya using this product. Matagal din sakin yung delivery.,0,0,1,0,0
Hindi sya photochromic mapapa tang' ama ka na lang talaga sayang pera!,1,0,0,0,0
Ok naman sana kahit manipis yong tela. kaso nga lang hindi kasya sakin. akala ko yong free size kasya sa Kahit anong laki nang bewang mo.,0,1,0,0,0
Thank you seller lagi kami dito na order well packed walang leak basta maganda itez order kayo here ano pa ba pwede sabihin,0,0,0,0,1
super dali niyang i- apply. mabango din. mabilis dumating. super sulit yung binayad kaya bumili na din kayo,0,0,0,0,1
I hope next time double check first before shipped the product pano magagamit po ito kung isang loob. Haysss ang tagal ko nag antay tapos ganito lang ang result.,1,0,0,0,0
Na dala lang ako sa tiktok sa mga reviews maganda yes maganda. But my point parang di sya worth it sa presyo nya. Meron pala mura nito na same na same sa iba. Planning na ipa check kung talagang antirad to or normal lense lng sya.,0,0,1,0,0
Thank you so much always nmn maganda dito kasi shopee mall legit na legit parang si ate sa picture haha and more powers order uli kami if may Makita kami sa shop. salamat,0,0,0,0,1
"Okay naman yung product, maganda. pero parang di naman po siya water proof pero okay lang at least may magagamit kapag may madaliang lakad mapapadali ang pagachieve ng cat eye",0,0,0,0,1
Thank you delivery man. thank you seller kaso second time na qkong nag ppurchase ng kalat kalat nag leak ung lotion sayang naman,0,0,0,1,0
"Nakakalungkot lang kasi nag order ako ulit habang may free bluetooth speaker, kaso walang kasamang TG113 speaker D2 sim lang. Im a bit disappointed Yung unang purchase ko may natanggap pa akong freebie kaya happy ako and upon checking may promo pa kaya dali- dali akong nagpurchase ulitdisappointed ang lolah",0,0,0,1,0
iniexpect ako na powder mud ang ma re received ko pero bakit 3 soap? mali yung item ka disappoint pero siguro magagamit naman to Hussle pa kung ipapa refund kaya wag na lang ayusin nyo naman kaasar,1,0,0,0,0
"May punit yong binigay, plastic lang din kala ko kasi bakal yong supporter niya.",0,0,1,0,0
"Maganda sya, tuwang- tuwa yung anak ko. Kasya ang tatlong tao. Makapal sya, natatakot lang ako na baka mabutas. Thank you po! Gift ko po to sa sarili ko",0,0,0,0,1
"maganda naman nag expect lg ako, kaya masakit para sakin.",0,1,0,0,0
"Ang bilis nya dumating kaso ay parang may leak, kasi ang lagkit nung bubble wrap. mejo disappointed kasi di yata napack ng maayos.",0,0,1,0,0
Okay naman po ung item Ganda ng balot kaso parang nagllog nung gagamitin na,0,0,0,1,0
2star nlang di naman pantay yung manggas boring niyo sayang lang pera,0,1,0,0,0
gandaaaaaaa! Medyo natagalan lang pero ayos nmn panget lang pag package kahit may bubble wrap parang sinuksok lang basta basta pero gandaaa salamat ehe,0,0,0,0,1
This is about the seller. The seller is LIAR! Willing to wait naman sana kung hindi lang sinungaling ang seller. I won' t buy to this shop again. Never! Kung hindi lang dahil kay kuya rider na ingat na ingat sa parcel hindi ko na irereceive yung item since sinabi ko ng hindi ko talaga to iaccept in the first place.,1,0,0,0,0
Low quality manipis sya wala pdn silbi ang pag sumbrero tagos pdn sa ulo ang init. Ndi worth it sa price.,0,0,1,0,0
I thought buy1take1 nung 9. 9 12am sky high mascara pero isa lang na received ko so sad. dissappointed ang tagal pa mg delivery!,0,1,0,0,0
Nakabalot Sya ng maayos pero may konting damage yun item,0,0,0,1,0
Thank you so much! Medyo natagalan dumating gawa nung sorting center but izokay! hehe will order again,0,0,0,0,1
Maganda nice naman po manipis nga lng pero ok. na salamat kay kuya,0,0,0,0,1
"Hindi man sya masyadong nagfifit sa bed namin, super King ang order ko pero mega- king seguro ang size ng bed namin na to, but somehow satisfied ako sa quality ng cloth very soft, and hindi matagal ang delivery.",0,0,0,1,0
Ang lake ng medium parang XL walang tag if medium talaga compare doon sa isa,0,0,1,0,0
it is small. the lipstick is lightweight but it smudges very easily. SUPER TAGAL NG SHIPPING SELLER BAT GANON kung willing kayo mag hintay ng 1 month go lang,0,0,0,1,0
"Okay naman, kaso did not meet my expectations. Yung quality ng sound di ko masyadong bet, medyo mahina. But all in all ok naman",0,0,0,1,0
"Walang headset kinain yata, pero wala namang damage yung item",0,1,0,0,0
Hindi naman silicon eto eh. hard plastic lng sya. sana lng atusin ang caption para d makapanloko.,1,0,0,0,0
"Brush tip Siya, akala ko felt yung dulo eyeliner. And since ganoon so medyo streaky yung application. Baka need ko pa aralin pano mas gagawing solid Yung strokes Parang natuyo na agad tuloy yung ink Maganda lang kasi manipis talaga, pero not ideal for my makeup technique",0,0,1,0,0
No star for this item. Super nakaka dismaya ang layo ng itsura sa picture lalo na yung tela sobrang pangit. Hindi worth it para sa presyo nya! Maganda lng sa picture sayang ang pera.,1,0,0,0,0
Merong crack pero carry na paki ayos na lang po yung packaging next time,0,0,1,0,0
Ok na guide literal na parang pentel pen isara mabuti takip at mabilis matuyo,0,0,0,1,0
"My mga defect yun sinend nila. Hindi magamit maghahanap pa ng magaayos, hassle pa ang pag ni- return item dahil sa hnd maayos na product. Not worth it. Sobrang nakaka- abala sa time. Di maayos kausap ung seller.",1,0,0,0,0
"I definitely would not recommend this to someone with sensitive skin, kasi mahapdi siya sa skin ng mom ko. Sa akin hindi naman, pero I noticed the next day medyo namaga eyelids ko. Will use this occasionally kasi maganda naman, yun nga lang, may side effects lang.",0,0,1,0,0
"item shipped and delivered immediately excellent quality correct items color) thank you seller will order again 5' 5"" po ako saktong sakto lang yung size yung beige ngalang po sira yung pagkatahi",0,0,0,1,0
Maganda siya guys bili na kayo thankyou seller more sales god bless u all ha keri natin to ang ganda niya ang cute,0,0,0,0,1
sana ok lang pag magamit na yun lang ang aking hiling chz kay ngano? Dugay kaayu muabot pero make sense mn kay international maong unta magamit jd,0,0,0,1,0
"Ito ung shop n kulang kulang magdeliver ts ung product ay defective. kainis ang shop na to, kung ako sainu dont order here.",1,0,0,0,0
Defective ung isa putol sya and hindi lumalabas ung product. Sayang lang hindi magamit ng maayos.,0,1,0,0,0
"Expected too much kasi medyo may kamahalan, pero ok na din.",0,0,1,0,0
finallyyy! eto talaga yung order na pinaka excited ako pati yung spoon and fork na set HAHSHA. save the environment guys iz a must na rin naman na magdala ng own utensils now lalo na may pandemic pa. mas safe rin kasi pag ganon. so yah thank you so much! sana lang hindi mag fade yung color huhu.,0,0,0,0,1
"maganda, hindi ko masyado nabasa na manipis pala yung tela. pero pwede na maganda, yung tela niya ay parang pang square pants? Comfy siya suotin",0,0,0,1,0
Isa lang pinadala dalawa ang order sayang ang pera. Parang kasalanan ko pa. Nagbayad naman ako ng buo. Pag ige ha. Para umorder ulit. Sura ay,1,0,0,0,0
Light gray order ko red ang dumating. malimali nman kayo.,1,0,0,0,0
"Nasan na ang OR? 1 and a half month na wala pa rin. Soft copy na nga lang hinihingi naghihintay ka pa ng napakatagal. Hanggang ngayon wala pa. About sa Ref- Hindi maganda yung freezer, mga nasa sa side lang nagyeyelo, yung mga nasa gitna hindi tumitigas.",1,0,0,0,0
Fast delivery. Medyo maliit lng ung zise nila nag add na kmi ng 1 size maliit pa rin pero good quality naman. Kaso binenta namin sa ibang kasize nya.,0,0,0,0,1
mganda naman ung items kaso ung rider lang my problema wlang concern.,0,0,1,0,0
"Mabilis ang Delivery, Maganda ang packaging. Kaso sobrang lutong nung plastic frame. Ang sabi replaceable ang lens pero mukang walang tatanggap na optical shop para palitan yan. Disappointed. 2 pa naman binili ko",0,1,0,0,0
5 star po sana kaso parang di na po presentable ung box. Pero all are working properly naman,0,0,1,0,0
"Poor yun packaging ni s r ngyn pinagsama s isang box un bath soap, green tea at spread, kaya nag amoy sabon ang tea and spread sana hindi maglasang sabon, sayang naman although nka bubble wrap, dapat seperate un box ng soap and food",0,0,0,1,0
Okay nmn Yung necklace kaso nipis Pala baka maputol Kasi Hindi sya Yung Pulido malapit don sa may pendant natatakot ako baka maputol okay nmn Ang design and pendant so far hopefully di magfade Kasi acidic akong tao pawisin thank you for the freebie it' s my third time ordering to this shop,0,0,0,1,0
"Hi seller salamat medjo natagalan sa pag comment well wrapped po siya di pa nagagamit, pero hopefully po talaga effective maliit lang pala yun lang po",0,0,1,0,0
Maganda sya kaso pina pa cancel ko seller dahil akala ko ung highlighter ang na order un pala mali pero di nya sinasagot chat ko,0,0,0,1,0
Ung isang lotion may tagas tapos wala pa ung freebies nya. Pero atleast legit ung products hindi fake.,0,0,0,1,0
"Ang ganda ng color na STONE! mapa- maputi or morena, perfect tong kulay na to Pero hindi to mask proof ha? Wag mag expect",0,0,0,0,1
Ang pangit! hindi muna nila inaayos ng mabuti ang item kung may kulang ba o wala bago e send! sa antenna na binili ko kulang ng isa! so far ang radyo okay naman! ang seller lang talaga Ang mahina! hindi sinisigurado ang package ng item kung may butas ba o wala bago e 4ward sa Currier,0,1,0,0,0
Very Poor packaging! halos matupi na ung body wash.,0,1,0,0,0
Matagal ang delivery. Maraming salamat sa delivery rider.,0,1,0,0,0
Insi never fails me. 3rd t- shirt ko na and ang ganda talaga ng tela. Buyla ako ulit soon,0,0,0,0,1
Grabi walang kwentang seller di sinusunod order ng customer Nakakalongkot Naman mga ganitong seller irresponsible Wag na kayong mag order sa shop na to walang kwenta.,1,0,0,0,0
pang 4 kona to magnda talga nbawasan pag ka oily ng peslak ko mabango d masyado malagkit thankyou so much seller and rider,0,0,0,1,0
"nakuha ko sya ng sale. kaso kasi sobrang ikli lang ng magagamit. Kung bibilhin nyo sya individually manghihinayang lang kayo kasi sobrang konti lang ng magagamit nyo sa kanya kulang 1 inch. tinry ko, madali naman sya gamitin. halos yung lalagyanan lang pala babayaran sa item",0,0,1,0,0
4 star kz. Mdjo magaan ung conditioner. ng check ko prng nza 3/ 4 lang ng bottle wla nman tapon ok ang packaging kudos pra dun. walang pa freebies sakin z seller umasa pa nman ako,0,0,0,1,0
Ang ganda nya nagustohan ng anak kp. ang ganda din ng leta. knetted ang sa likod nya.,0,0,0,0,1
Ganda2x ng item mabigat at mukhang matibay sana magtagal,0,0,0,1,0
"Maganda ang item kaya nakailang order ako, unang trans diniliver khit out of stock ung isang size, since first time at ok nmn item ng repeat order nlng ako at nag DM muna sa seller na important sken n kompleto up ng sizes, willing to wait bsta kompleto. Tas last week dumating parcel ko, out of stock n nmn ata ang small size nika ky dinoble ang med sizes napa dishonest",0,0,1,0,0
Luge para sa 485 wala pang 220php overall ung laman di kaulit ulit,1,0,0,0,0
Fast transaction. Magaganda ang quality ng products. Naideliver agad. Mag oorder ulit ako next time. Thank you po seller.,0,0,0,0,1
"Sira Po ung sa may lock sa ibaba naputol po ung pinag kakabitan na bakal dun sa loob, di ko na Po isoli kasi gnwan nlng paraan kumuha kmi ng ibang parts na gling sa lumang fence, at ASAP yung item, kindly inspect your product before sending to your buyers po. Thank you.",0,0,0,1,0
Appreciate maganda naman. Sana tumagal ito. Thank you seller,0,0,0,1,0
"Don' t order from this shop. Sad. Aanhin ko yan. Yung repacker daw nagkamali malamang sya lang din yun. If you don' t wanna be disappointed, wag sa shop na to. Just trying to help guys",1,0,0,0,0
"Yung sa official store ka bumili para secured sana yung product, anong nangyari? Sana inayos naman yung pagbalot sa item. Nagleak na tuloy! Ok na sana kasi ambilis ng delivery, kaso yung packaging bagsak. Nakaka dissapoint.",0,1,0,0,0
Ang ganda nya nagustuhan ko expected ko manipis lang ang tela kc mura lang pero makapal tela nya at good quality sya medyo matagal lang bago ma shift pero ok lang.,0,0,0,0,1
I just received my order. Not satisfied customer. Anliit mukhang cheap tapos Ang mahal pa ng kuha 700+,1,0,0,0,0
mali yung pinadala na sticky note. naka- indicate naman na BT21 order ko dahil yun talaga gusto since Army ako tapos mali pinadala. nagchat na ko na idouble check ang orders bago iship eh. hay naku,0,1,0,0,0
Well packaged. ANG BAGAL ng shipping super nag worry pa kami na baka hnd on time dumating I messaged na seller twice ewan ko kung auto generated sya or what.,0,0,1,0,0
Parang yung nabibili lang sa mga chinese shop na tag 80.,1,0,0,0,0
Too small for me. but fit sa mga pamangkin ko. thanks!,0,0,1,0,0
Ok nman pero local lng Yung mga tools parng made in china,0,0,1,0,0
Maganda. Maganda. Maganda. Maganda. Maganda. Maganda.,0,0,0,0,1
"Thanks oppo. First time ko umorder ng phone sa shoppee, legit naman! Nakuha ko lang ng almost 7, 500 tong phone nung 11- 11 sale. Hahahaha. 5 days bago ko natanggap yung phone. Perfect sya pang extra phone lang. Thank u lalo na sa freebies na DITO SIM Bluetooth speaker. Wala lang pala earphones na kasama sa box. Hehe pero all goods pa naman.",0,0,0,1,0
Ok quality. Medyo nag expect lang ako ng sobra akala ko mukhang mamahalin. LOL. Binigay ko na lang yung dalawang sunglasses sa kapatid ko. Ok na rin pang protekta sa radiation,0,0,1,0,0
Mabagal ung ikot hindi naman nakakalinis. at pag nilinis ung koko after 3- 5sec namamatay na. .,0,1,0,0,0
Maganda at makapal Yong tela Medyo matagal Lang dumating pero OK Lang kasi kumpleto naman. Thank you seller at sa rider na nagdliver. Hanggang sa susunud ulit,0,0,0,0,1
MAY MGA GAS GAS TAPOS 45 PESOS PERO PUWEDE NA THANK YOU,0,0,1,0,0
"Ang concern ko lang is after 7 months, maeexpire na sya. Sana mas mahabang expiration ang binigay nila since sobrang tipid nito gamitin.",0,0,1,0,0
Umorder ako ng all black tapos red black yung dumating sobrang dissapointed ko may hiwa pa yung sa kay foot rest nung gusto ko papalitan yung kulay mag add daw ako ng 50 pinapabayadan sakin yung kasalanan nila,1,0,0,0,0
sabi may freebies na ponds glow pero hindi na include. mas after kau sa sales nyo. tsk!,0,0,0,1,0
